"TCGA-E9-A1N6" "TCGA-E9-A1N8" "TCGA-E9-A1N9" "TCGA-E9-A1NA" "TCGA-E9-A1ND" "TCGA-E9-A1NE" "TCGA-E9-A1NF" "TCGA-E9-A1NG" "TCGA-E9-A1NH" "TCGA-E9-A1NI" "TCGA-E9-A1QZ" "TCGA-E9-A1R0" "TCGA-E9-A1R2" "TCGA-E9-A1R3" "TCGA-E9-A1R4" "TCGA-E9-A1R5" "TCGA-E9-A1R6" "TCGA-E9-A1R7" "TCGA-E9-A1RB" "TCGA-E9-A1RC"
"170691" 370 492 1721 226 98 172 2620 344 893 157 112 264 904 177 1511 262 326 351 132 266
"170692" 13 122 102 9 33 239 61 470 89 45 378 507 255 92 1098 183 25 49 48 83
"171019" 42 125 943 25 0 25 2 109 644 10 208 69 226 252 1823 0 6 5 123 6
"9510" 2400 1520 4410 16811 2234 6797 2188 2157 2740 910 10360 3592 2088 2439 13485 1016 708 1522 10966 877
"80070" 24 7 11 2 0 1 0 0 2 7 0 0 10 2 2 9 0 2 2 17
"9509" 4058 601 2171 5317 4746 2258 5660 5103 7062 3086 1242 2662 2572 6392 5428 5996 893 1853 1810 2884
"9508" 84 250 225 73 250 207 190 325 194 69 280 199 109 113 75 152 38 110 1051 142
"9507" 3529 2513 2446 1406 2342 3129 5208 4634 5950 2012 2038 1992 1947 2728 3303 3139 1525 655 7525 1950
"11096" 713 956 706 1030 897 1193 2852 4163 2509 368 2118 1531 401 1353 762 1731 520 313 1009 712
"11174" 310 90 395 433 175 379 406 789 1099 328 242 183 239 589 392 704 169 294 281 525
"11173" 1400 790 1508 1496 1237 394 4025 3467 2326 1373 150 653 782 1092 900 1364 932 353 461 664
"11095" 652 20 90 4 248 377 34 8 104 127 80 2097 40 11 51 12 14 26 303 47
"56999" 1025 634 1541 384 939 1509 1937 2200 1370 1002 1418 1209 1507 1036 1079 1079 542 963 504 590
"92949" 374 99 916 320 556 419 2167 3354 1419 579 327 445 462 573 883 602 610 429 490 586
"9719" 759 356 1361 1127 551 602 3805 2280 2309 1085 290 745 850 446 998 2064 792 592 484 860
"57188" 854 875 2554 976 633 1943 3530 2553 2188 1165 1248 717 1173 1399 2573 4762 1333 3524 3301 4093
"54507" 316 280 325 650 1793 408 785 1771 6389 323 896 1095 959 884 932 1541 176 170 373 582
"339366" 231 27 39 189 144 202 607 411 363 666 264 952 153 979 948 791 460 947 365 343
"11033" 1344 759 321 1983 1088 1433 421 289 726 1010 1238 834 1525 1603 4109 1254 1967 2003 764 1086
"55803" 1017 258 1167 3091 3494 1900 1551 1848 1548 1267 1387 823 1285 1658 3357 983 821 558 1427 857
"104" 1648 1956 4462 2340 3432 2953 3336 6639 3182 1507 1891 1653 4446 2068 2312 2712 2023 3835 1593 1126
"105" 0 33 3 1 2 16 51 4 3 2 2 14 16 14 0 59 3 49 1 11
"103" 27937 29274 48579 65133 72948 84590 24454 34368 55909 50754 83498 34749 87584 53485 81247 136924 33277 54637 78159 110562
"23536" 978 1771 1809 1413 1802 1816 673 1285 1035 802 1202 1062 2120 1831 2836 2901 985 2937 1039 3036
"134637" 188 335 623 660 536 576 639 408 457 451 358 251 1273 403 492 843 362 634 589 156
"113179" 130 51 129 228 136 75 147 77 246 187 31 156 60 70 175 127 193 354 93 67
"100" 395 466 902 1332 1053 821 711 976 703 897 776 592 753 520 713 708 488 183 1351 335
"57143" 365 317 837 803 1433 668 1201 710 721 1164 456 847 556 572 678 709 417 831 535 631
"90956" 1579 2887 16248 4152 3630 2535 2630 2686 2088 4110 6254 3951 4064 1468 6119 5356 3543 4293 4860 4960
"79934" 1448 1829 1359 1858 2187 1923 1629 2410 3037 3527 1623 2149 3135 1721 3223 4149 4339 1633 2144 3040
"203054" 653 494 838 391 562 549 552 387 426 908 201 323 1451 558 1099 1062 886 566 469 651
"55811" 26 20 64 18 20 41 92 16 25 59 265 22 38 112 39 202 20 1787 56 146
"107" 738 1326 1741 1183 518 5582 6517 454 6372 8639 15154 4960 1031 1672 21115 7758 4553 90281 4846 8847
"108" 731 452 3582 88 30 124 300 379 263 529 153 226 246 511 428 1843 244 89 9759 139
"109" 1389 4138 2848 6498 10862 4404 2511 1660 2245 2301 4843 3918 6555 2644 4654 5513 4221 3148 6264 3274
"196883" 203 85 1036 218 362 936 746 567 1021 393 1062 935 749 437 843 405 318 522 288 186
"111" 28 142 129 416 21 1109 33 22 710 169 362 437 4943 119 2330 224 110 7876 40 76
"112" 4272 2643 5313 4595 4091 5689 3331 2646 5360 8020 10526 8362 8406 7437 14797 18169 15428 8610 7883 15127
"113" 2097 3245 2848 5369 4507 6146 3534 5356 3251 1896 2269 1515 3660 3671 9717 4390 1590 1402 1796 3949
"114" 0 8 2 24 0 0 3 1 5 0 2 2 9 2 0 4 2 7 6 3
"115" 1614 399 2745 6646 1239 6610 1598 3037 5369 2914 5475 6941 5842 8363 25559 23360 8898 5571 16082 7701
"117" 25 32 29 7 2 72 60 50 21 21 30 48 21 11 28 22 5 12 7 23
"116" 4 25 17 1 2 85 12 0 0 2 601 315 0 66 16 110 68 10 25 14
"118" 13499 7138 21467 15895 15979 21297 16459 24672 20832 17197 25962 26306 26404 12749 25673 28936 24697 17149 13649 29041
"119" 49 150 175 64 115 208 56 130 155 151 170 122 115 41 116 105 95 256 50 77
"120" 4907 6335 20430 2634 6464 13532 7733 7644 5063 3244 5982 4151 2815 4254 2997 4894 1201 6652 7391 1825
"124" 2 0 19 2 0 58 0 1 13 0 496 606 92 3 16 68 0 28 3 17
"125" 77 4 1113 76 8 4475 8 6 1039 101 44495 46486 4915 87 1453 4964 0 2094 162 1104
"126" 49 0 70 2 0 219 21 14 29 18 954 758 95 14 20 37 12 52 1782 9
"127" 14 12 12 10 25 42 13 10 25 15 132 18 18 19 40 29 8 11 21 22
"128" 6524 5627 10798 7462 8073 11118 7107 10007 7919 7644 11365 12609 10287 8050 8329 11753 8596 10847 6169 10075
"130" 6 6 6 2 1 13 2 2 4 71 10 3 5 10 1 3 3 10 28 49
"137872" 65 37 86 124 32 152 456 202 418 377 354 1433 359 495 306 769 176 477 314 758
"55256" 2401 5568 6441 5339 11127 4563 2690 6651 7677 4193 11966 5929 5498 5406 7883 9507 2487 6792 10027 3577
"9370" 138 69 283 141 82 2497 88 40 791 136 30600 35728 7824 139 1654 4129 87 2366 259 1472
"51094" 8038 8883 14765 23689 6961 19604 13149 11810 17672 24759 24274 12992 18049 18974 20471 29300 13023 54377 19205 27193
"79602" 7014 12945 21630 73685 8255 21616 6036 9972 15158 35044 15291 12937 8396 32787 5744 17840 33403 15835 16156 67939
"132" 3234 701 3802 3934 3649 2989 2154 3867 3515 3464 2814 4450 3721 2663 6806 7427 2641 4804 6732 4598
"79924" 1541 1338 1119 2053 1266 629 609 255 1438 581 515 807 470 396 430 862 1146 1816 1543 863
"133" 584 786 120 291 3542 288 1357 4363 298 1484 1399 2371 244 754 479 398 412 129 3554 4339
"22850" 2682 4998 1597 3533 2417 3089 1663 2936 2547 2832 3793 3941 3934 2502 5140 4893 3534 5704 6176 4192
"23394" 9379 17848 23342 14254 11102 27555 8051 14057 14196 13902 15502 16358 25568 14269 19209 32594 15762 33654 21200 26716
"134" 191 618 710 1206 783 1141 440 210 4108 1241 1875 7360 833 795 1224 2738 959 388 2052 627
"135" 526 217 479 8782 646 3989 375 388 444 326 1360 818 1144 199 5763 4582 467 277 711 480
"136" 38 839 259 448 259 179 106 306 199 241 124 43 114 428 281 335 75 89 328 373
"140" 678 222 612 3941 1943 1243 2263 2997 1164 1484 848 471 599 721 1350 854 798 242 718 614
"84890" 2412 3230 3422 4568 2536 5261 2588 3249 3594 2804 2991 3294 4854 3058 3242 4405 2821 10437 5663 2794
"83440" 2782 5066 3415 5455 6745 6480 4085 4570 5771 4165 4484 4179 4411 6503 4704 6611 3199 7228 5880 5019
"113622" 162 281 297 1379 404 431 912 402 413 674 502 1075 347 1848 753 606 334 1012 428 1508
"54936" 2040 2377 3033 2676 4835 2531 3133 3079 2692 4345 2575 3285 3761 2066 3984 2095 2914 1528 3826 2271
"141" 588 815 846 2708 3077 1436 1231 1870 1169 684 1569 1215 1336 2004 2919 883 604 681 1702 589
"148" 99 145 202 119 142 191 144 107 174 141 329 251 213 148 215 250 171 198 223 230
"147" 19 18 162 4 6 21 62 69 75 59 62 370 36 10 48 49 65 34 34 58
"146" 19 4 8 6 0 5 60 51 23 22 7 28 21 3 14 6 6 26 17 22
"150" 924 51 2009 668 228 709 3426 3157 933 4075 8956 2845 2088 1696 421 2555 752 189 3620 1147
"151" 8 283 98 17 14 42 70 42 63 44 79 28 118 65 40 32 49 37 39 120
"152" 51 69 461 720 95 572 150 17 41 85 82 219 2033 25 2447 579 399 199 8 55
"153" 6 1 10 38 107 53 2 50 194 3 203 1057 183 11 20 22 5 8 44 3
"154" 24 10 173 97 259 443 450 144 202 87 666 580 89 209 87 219 65 95 342 37
"155" 0 0 4 1 3 2 0 10 2 0 10 59 26 4 4 7 2 0 2 0
"156" 4265 6755 6287 10239 16540 12863 5807 5879 6450 5726 7065 7116 10612 6045 15642 6667 7134 9249 6095 4343
"157" 1125 1243 3459 1347 2867 5670 1964 1830 3731 2474 4730 4343 3539 2640 4984 4608 1916 9035 3931 2390
"11047" 5530 7401 5318 7842 10062 6798 6872 4268 6140 9627 4412 4330 10778 4603 8157 7309 9101 10145 5144 4962
"158" 2838 2009 3530 2814 3583 2854 2818 3057 3582 2793 4016 3641 2376 2785 2259 5804 2169 4844 3662 2378
"122622" 371 79 657 415 1804 153 1461 754 847 635 201 1160 1351 435 684 566 77 2462 410 842
"159" 12234 6048 15427 10051 7053 12720 4644 9600 16005 11348 9278 6085 9174 16566 8488 23695 3577 26390 15665 17891
"165" 77052 17666 61238 137811 51537 46791 466091 260948 198696 87696 24085 61281 67169 88993 90546 165924 89538 37302 38410 46613
"121536" 1276 17636 3380 2380 3123 4368 2058 3127 2378 2742 2847 2987 2991 4456 2326 4924 1788 3751 4827 4723
"64782" 1123 2363 1237 5392 1301 1958 2084 1843 1950 2323 1731 3020 2981 8220 2256 2728 1922 2335 1913 2740
"166" 18475 14086 32469 28119 34771 28157 25034 14556 34183 30013 20588 29031 20380 18199 34613 33829 27596 57411 21989 10336
"134265" 692 237 1665 554 1267 743 1814 2664 2225 1033 1213 1605 1286 672 833 1145 646 856 502 525
"84632" 1542 161 1773 15504 1253 2620 2031 2968 2407 2842 1842 3560 1399 2494 994 4178 8192 1295 1224 1062
"60312" 3758 5030 9425 3149 4763 6181 4964 8942 8784 3425 2793 4966 6669 4507 7264 4285 3327 12752 3216 3794
"4299" 4144 1752 11582 5711 4462 15465 5938 10023 8165 6157 8268 10471 5912 8717 7148 12639 9868 21934 7427 16563
"2334" 45 337 662 35 18 174 126 77 123 79 279 123 54 30 51 117 41 54 26 137
"3899" 6943 261 20441 13659 349 9797 2329 3537 9050 5461 21896 42252 24318 2706 15944 2024 35689 7964 2699 438
"27125" 11929 7211 19352 12914 9289 24736 9655 18319 15116 11336 13030 15509 9441 22017 21660 36702 19022 33510 10895 51483
"10939" 5227 6546 8775 6896 5826 7007 7291 3982 4023 5836 6165 6366 9088 8063 9841 8510 9319 10130 8736 7019
"125061" 1891 1513 2770 2740 1683 2834 1890 2085 4071 3887 2872 2520 5250 2560 2150 4321 2620 2888 2721 4376
"174" 10 1 89 0 1 31 137 3 17 14 16 54 1 2 0 4 1 2 509 2
"54812" 4234 5393 13158 6432 5385 12775 5388 7832 9983 9661 9613 13734 9528 13755 10198 17398 9469 28862 9461 15407
"119385" 81 202 392 66 74 184 240 112 211 342 191 323 190 101 161 377 429 179 207 171
"116987" 1129 2317 1881 1805 1555 2058 696 2518 4557 2066 1689 2746 2513 4373 7754 7686 5502 4892 1738 11852
"116986" 193 213 384 551 1417 1433 768 520 496 454 575 431 646 323 1935 284 448 582 151 131
"116988" 3009 5934 5861 3886 6108 3229 5451 4562 3637 3557 3000 5713 7362 2854 5669 5872 3844 3474 5023 2072
"119016" 243 520 545 405 260 553 326 259 587 398 367 379 731 293 725 792 529 498 482 352
"729092" 200 482 648 282 224 513 349 361 517 352 398 275 708 447 896 795 384 691 458 456
"414189" 350 564 573 277 417 489 474 278 596 423 519 374 1015 240 784 712 489 452 744 374
"175" 2446 1301 4682 3465 2900 3438 3836 2022 3386 3966 4167 3407 3009 4433 2403 2971 2448 3480 2880 4106
"79841" 35 20 92 141 9 116 19 90 63 193 224 123 303 176 679 307 277 456 62 205
"340351" 12 67 159 32 78 23 105 18 43 21 35 39 29 34 36 43 10 27 55 46
"84871" 52 58 410 45 41 87 50 125 127 176 79 120 164 76 97 142 187 126 112 284
"60509" 1035 5261 3359 3943 3534 2053 1851 1957 2100 3187 2020 3699 6682 1709 3147 3114 3787 6484 2064 3019
"177" 51 73 150 53 135 192 92 96 225 152 146 106 435 83 394 114 125 68 95 115
"3267" 4776 5760 5563 3698 7973 9332 6908 7962 7178 4044 6953 7872 7341 8820 9177 8753 4356 19389 7735 7975
"3268" 323 385 865 1079 2853 1609 879 1148 2130 1537 2180 1971 1758 785 1706 3118 1607 1992 1711 2024
"55109" 2962 1931 5851 5259 2923 4618 3354 4989 4702 4999 5605 4928 5972 7420 6584 10384 6013 11965 5320 11076
"55750" 1748 1791 2329 1884 2727 2100 2363 2203 1825 2838 3230 1994 3327 1694 1679 4251 1367 3680 4099 4052
"178" 3811 2808 6751 2889 2811 4248 2459 15030 2527 1595 2608 2974 2973 3708 9514 3258 3573 5200 20566 2261
"79814" 97 217 523 153 288 402 70 99 123 201 239 69 395 101 681 63 112 971 813 104
"10554" 4330 5148 8585 3563 9310 6016 5246 6802 9210 7435 7918 9486 9383 6768 13021 10646 9426 9072 5954 5996
"10555" 4121 1214 1200 5084 9600 2748 3743 3455 4847 2488 3670 6135 4289 3250 8892 2948 1931 2581 1935 2772
"56894" 5445 3791 11783 10132 8815 10275 4545 5880 7938 6105 8238 7716 16740 8458 10815 14770 9916 20314 16882 10138
"56895" 988 532 471 628 445 614 1158 1507 1272 693 469 566 910 975 620 1646 500 533 406 623
"55326" 1163 3995 2128 3536 2253 3722 1737 2873 2583 2200 2163 2448 3644 3587 4859 2404 4422 5847 6759 6288
"137964" 7319 2975 2991 10034 6270 7746 4941 6974 7097 5868 6793 8191 46289 10666 9994 9376 15933 6633 18471 22512
"84803" 96 286 248 436 355 652 104 416 146 95 530 939 932 620 371 109 134 516 120 145
"8540" 1274 3351 1977 4593 6265 4912 3874 13037 10420 3292 4614 9547 4790 7951 8511 17281 3410 10776 5775 1474
"10551" 3940 847 1044 542 2434 11437 7176 27006 48888 92755 118233 38001 39550 103086 80122 4548 80185 124001 31514 19053
"155465" 107 4 174 9935 0 4767 7682 11904 20218 25007 18133 9114 3210 28907 12574 4476 9275 10831 14526 27802
"375790" 17320 15939 17076 13666 29664 15354 18878 18540 33896 24553 6106 19268 62379 10321 33375 15962 17951 20397 11034 10506
"181" 1 1 1 6 0 10 10 0 2 3 1 0 6 4 9 0 3 0 3 6
"23287" 1015 1409 2450 1001 1556 2346 937 1802 953 782 1228 1077 1677 1631 2233 1196 742 2125 1028 1181
"185" 185 14 418 258 44 970 409 2646 3148 280 4066 33473 112 4176 71 252 1116 139 132 137
"57085" 1470 3271 3222 2828 4787 2977 3360 1714 4925 6466 2279 6840 6404 2364 6130 2536 4088 8232 5069 2947
"183" 930 68 277 1560 565 124 1642 311 2467 3271 599 386 493 1201 305 42529 178 981 16051 1261
"64902" 5 1 0 7 2 6 0 1 6 0 19 32 2 0 1 7 0 13 3 2
"189" 3 0 0 0 0 0 0 0 2 4 8 5 429 0 34 0 0 4 0 0
"25909" 17246 9150 15442 11761 9388 20288 4733 7351 10466 13259 11581 5892 12859 12967 9029 30252 4825 63519 21543 22285
"10768" 10099 8575 14235 10718 14891 23281 16338 21219 18334 13962 25091 19730 19433 19091 24841 21456 18612 19647 20558 13974
"23382" 949 2633 3318 2704 3731 4909 1618 3076 2994 1681 2408 5848 2623 3359 3378 2975 3883 8430 2435 3146
"191" 13491 19826 30148 18217 18261 11790 13132 6618 9243 23584 12260 13708 19181 7937 23703 21757 25655 17601 30044 14764
"27245" 2721 4402 2570 3175 2239 3334 3962 4074 4336 2279 1104 2205 4485 3042 3038 3254 2756 2480 3631 1981
"54806" 1283 19056 2835 2571 778 1985 1323 1382 3447 1404 1240 1303 3054 1931 2136 6337 1556 24819 1910 4040
"113146" 12125 6148 2129 15962 3086 7255 7990 15989 4844 2756 6267 3552 6717 33139 9067 6636 2080 17378 3995 10342
"79026" 63656 69298 154853 117719 43837 260926 114445 235650 110921 93230 210191 295159 175430 155012 231203 206242 237167 124842 66210 135513
"57491" 175 284 195 126 107 109 300 236 220 233 17 70 490 159 241 80 261 136 59 441
"196" 2915 2691 6526 5043 32988 12369 5220 28026 17629 8875 6616 10401 8789 35869 9652 2611 3235 5216 16437 17049
"10598" 5378 7191 11992 8700 13940 10734 11875 8972 9302 15208 5675 6808 5856 9838 8656 13311 7471 8983 10924 14102
"130872" 646 912 755 932 1180 1754 4007 778 2682 2232 1808 1684 3916 2138 4260 5911 2720 2098 1208 2573
"57379" 43 85 123 110 108 148 91 95 132 77 127 139 146 86 177 184 118 150 138 158
"64853" 7122 5408 13671 14073 7019 17967 11677 13432 17915 13142 15087 10208 12805 14456 9100 23930 7659 27158 23386 15597
"83543" 9778 8785 17971 2316 8559 8955 3090 960 1339 651 3699 2233 5382 603 9895 3074 1705 22012 11649 2854
"199" 945 363 1312 2298 5179 3264 2200 4994 2226 1484 2439 1578 1179 2415 3334 871 973 453 1593 515
"9131" 3992 2123 5243 2957 6254 4832 4515 4108 4138 7411 5129 4351 5168 6443 8268 6432 6131 8196 7221 5375
"84883" 980 922 2460 1467 2482 2136 1371 903 956 1290 3661 2878 3431 1176 2069 1083 2714 1228 1636 446
"150209" 41 50 50 60 153 64 194 11 189 183 205 78 265 101 302 149 80 340 117 90
"51390" 1626 987 5089 7207 2687 2846 4262 3917 3798 5866 3592 2654 7946 3283 2828 9701 8015 5759 5410 3790
"55057" 31 84 404 309 1095 74 65 455 102 221 51 149 167 306 176 76 32 32 57 18
"202" 7204 13476 20657 5668 4907 8437 6539 7322 6343 8368 7990 6762 4301 2530 8902 44898 3476 6118 6148 22625
"9447" 68 22 89 111 855 655 91 130 42 86 446 95 108 90 369 24 34 12 54 30
"9255" 3748 2687 5941 11959 5523 6339 2700 5121 3112 5264 6501 4949 7256 5840 4344 9258 6829 11744 10054 8655
"7965" 1359 2152 2018 3313 3527 1782 1285 1771 1648 2666 1765 1604 2543 2456 3917 3501 2689 2918 3222 2293
"23746" 85 345 153 84 164 151 117 76 195 187 161 145 232 125 228 218 167 183 205 260
"9049" 1305 2772 4092 5510 3427 3042 3457 3252 3425 4438 2743 4035 3893 3615 4516 4102 3821 4881 2218 2435
"326" 14 17 20 10 20 29 17 14 26 17 23 19 31 20 38 28 41 26 32 21
"55966" 36 15 32 13 37 50 55 105 171 42 28 49 268 47 70 34 30 33 28 9
"203" 1687 346 1505 858 2220 1647 2581 2885 3482 2599 1976 2615 3712 5278 3612 3646 1731 2498 3101 1886
"204" 6190 10615 8177 15878 12505 13268 9772 10164 10704 11993 9537 11882 16112 9682 14053 10402 8715 13238 19271 10979
"50808" 3050 3148 3593 3472 6433 5124 4216 7030 5015 3210 7248 8640 4538 6877 4606 8938 2934 7218 2512 7501
"26289" 595 155 1487 1105 1939 710 924 1535 2004 719 2345 248 268 543 115 2313 184 113 309 200
"122481" 10 49 179 63 55 111 93 141 160 740 146 358 132 70 289 318 91 424 98 1363
"11216" 1111 1016 4812 2735 1348 3115 1700 2840 2077 2298 2738 1707 3090 3451 2709 5111 4351 2647 1925 3139
"11215" 3683 3500 6537 2854 4938 10144 4871 8478 6466 3645 4839 5836 3961 14728 10786 16377 5605 17973 7148 5621
"9590" 1778 555 3929 1749 740 6012 3862 6135 7775 1802 7161 5596 4117 4402 3366 3408 1462 3609 2090 2487
"11214" 7108 10314 16164 12828 8507 21805 9779 17231 15829 7703 12133 13445 10622 16576 16813 20154 8293 17661 8023 17549
"158798" 10 2 16 4 14 2 0 0 8 184 0 13 0 1 0 2 11 4 4 203
"8165" 1627 10812 8758 15521 7376 9032 3925 4806 4606 11782 9469 8897 13172 5884 8900 34330 9864 17689 16286 9602
"11217" 1242 1438 2977 1090 6772 4768 4228 5848 3560 1671 5613 4364 2284 2819 2734 3267 881 2418 1675 1175
"10566" 27 113 325 69 84 122 57 62 46 55 85 80 95 64 37 19 47 62 29 93
"9495" 912 244 1100 543 814 2043 993 752 1391 792 2706 769 568 2077 2808 1712 389 552 576 1024
"9472" 101 79 181 144 436 370 163 310 236 200 371 96 416 96 1052 62 85 216 197 190
"9465" 339 1764 737 473 609 933 242 542 306 657 867 555 561 200 445 1224 464 464 573 303
"26993" 2617 5016 6082 5170 3603 3633 3313 2416 5475 4021 2559 4444 6595 2197 5104 4272 5458 5303 3635 2202
"10270" 1545 4406 5086 5158 2713 3529 2636 2099 4227 2218 2431 2579 4144 2917 3236 3595 2894 6337 3369 2960
"10142" 4084 13799 11516 11117 8028 21566 5346 13662 14919 6785 11640 23908 14556 9556 14938 24649 9035 19610 13505 19625
"79647" 3910 6371 10794 4374 9363 8980 2884 4669 5429 4533 6081 5846 8252 4947 7127 4303 3868 41394 9090 4520
"55122" 1840 2995 3765 2003 3213 3426 2087 3679 2706 2811 3933 2284 2268 2889 4847 4393 2470 3554 2899 2339
"254268" 12 6 20 54 7 18 88 21 40 14 28 43 7 19 26 20 27 2 27 14
"80709" 2007 2093 3516 1988 6419 8681 2698 2267 3076 1587 4304 3818 3154 2693 6056 2507 1228 1975 1769 1384
"10327" 8752 4101 6771 9639 13205 7025 11183 9279 11764 9152 7087 8807 8636 10452 8591 5770 8093 6932 11211 4955
"57016" 82 154 76 63 1129 54 170 165 85 283 46 70 187 53 61 143 49 89 123 159
"441282" 89 118 89 63 3860 140 91 106 192 104 126 164 135 161 129 176 310 168 101 219
"231" 1754 3205 2115 5609 7518 3358 4860 5365 4127 2353 3026 3006 2135 3187 4233 2172 3399 997 4710 991
"1645" 34 115 184 189 3346 274 92 332 296 320 5341 3998 347 214 1234 616 28 284 214 180
"1646" 40 67 279 93 17648 362 150 324 304 251 8389 5948 541 388 894 1023 27 358 409 180
"8644" 164 20 801 394 8460 1632 1012 2482 685 533 6275 3804 890 969 1359 1034 287 743 3029 658
"1109" 1 1 5 0 27 3 0 2 1 0 7 4 0 1 3 1 1 4 2 1
"6718" 39 60 68 41 101 73 63 33 85 72 79 48 72 44 107 151 57 80 369 98
"83592" 93 152 846 201 432 44 153 140 88 33 68 83 40 102 485 263 24 20 349 156
"8574" 3215 1876 2387 4370 2265 3421 4088 3729 8722 6031 4228 13824 6146 3162 8658 4102 6555 2681 7825 4252
"22977" 2524 42 103 1177 32 180 2136 1270 3303 1980 273 11198 575 795 8165 1936 4654 32 1342 821
"246181" 265 56 45 95 28 68 257 165 355 208 82 1003 214 122 909 223 623 38 359 116
"84335" 2719 4309 4750 2596 4732 3426 4609 3736 4846 4771 2709 5193 4465 2094 4820 6975 5454 3142 3683 2594
"207" 30470 9731 20349 11440 40541 9891 24037 15448 20658 24163 8373 15452 12428 12069 19401 15322 10740 48066 9591 20951
"208" 4884 7780 9258 9675 11806 7460 5781 7891 10389 9137 7111 15789 7970 4455 16142 11815 15217 7396 10707 9975
"10000" 1297 902 2830 1583 2220 4201 3843 5750 3972 1415 2544 2183 1383 3148 1964 2973 895 2052 13745 8771
"64400" 1934 1265 3729 4649 4009 3402 1938 3119 2878 2197 3687 2373 4824 6189 3616 3282 3508 2254 2610 4665
"210" 5050 2070 5981 2248 3957 5409 4389 7112 8058 5484 6365 5335 10328 7587 13186 11788 4038 8217 4287 6914
"211" 2847 1498 3836 3432 5329 3291 2643 3938 4020 2998 2920 3759 3937 4983 4692 5338 2835 3895 5582 4785
"212" 1 1 2 0 2 3 1 0 0 2 0 6 3 1 4 1 1 1 7 0
"213" 27 7 957 16 55 38 298 22 27 48 40 207 85 35 36 49 19 24 151 6
"214" 20495 3535 14242 14422 14143 13617 35258 21397 25997 3907 26916 53064 18214 35850 16157 10344 9673 11360 31895 6651
"126133" 2279 1672 4390 1817 3438 2418 2453 2024 3309 3507 961 2217 2540 981 3771 2792 3836 1912 1235 1104
"5832" 9531 15328 19273 11968 12371 7725 12087 14151 17085 11947 8088 9574 9447 10219 18918 12969 9459 10613 23538 16080
"216" 791 524 2333 3306 890 3929 1350 427 2018 1335 6451 5045 1476 1522 1926 933 501 894 409 332
"8854" 44 14 241 112 131 570 212 28 360 29 766 609 268 264 78 147 5 386 33 43
"220" 554 782 2649 4158 2264 1931 2443 2092 3709 721 2649 1259 845 3072 2709 1074 319 981 488 4453
"219" 4016 2188 2590 4221 4120 3044 10110 9440 8169 4584 2490 2810 3265 6249 4248 8192 2660 2706 4906 4415
"10840" 51 84 287 81 57 327 71 112 121 109 1441 1345 334 112 232 277 114 166 113 232
"160428" 2199 2155 1631 2950 1705 2018 5531 3950 3048 1982 940 1102 1438 2932 1210 5193 560 1574 1635 2360
"217" 2187 1661 6676 7888 22101 8353 12727 8436 9720 28445 18886 21266 6013 10723 15283 6111 6356 12031 9859 8840
"218" 26 67 66 62 58 86 42 41 80 59 89 75 111 142 80 95 55 71 101 103
"224" 1714 2088 10100 8195 4125 5174 5733 7875 4053 12160 11800 17044 15430 11272 5367 33397 19539 9280 6281 7850
"221" 628 483 640 1423 2128 1087 1876 1843 1193 1777 1517 1622 1866 2930 2894 4486 878 1546 1126 746
"222" 6212 1846 16751 2541 14249 16573 6394 6351 7680 2899 636 1263 443 3837 10533 1541 4543 3643 141 1606
