"TCGA-A1-A0SB" "TCGA-A1-A0SD" "TCGA-A1-A0SE" "TCGA-A1-A0SF" "TCGA-A1-A0SG" "TCGA-A1-A0SH"
"8906" 2001 4588 10235 3475 5622 5684
"8907" 2568 3506 7006 4421 3345 7882
"10053" 2909 4489 14843 8675 11781 11595
"1174" 1891 3658 6248 4080 3874 4985
"8905" 1036 1749 2150 1403 1490 2601
"130340" 693 1093 1567 427 1085 1411
"160" 5515 6799 15829 6890 7986 18820
"161" 3846 6838 10568 5258 5404 11215
"163" 22004 33976 70428 30582 20096 57895
"1173" 14710 22759 37570 18661 20159 75141
"1175" 2326 4644 8328 6031 5737 8327
"8546" 4851 7045 13307 4778 5737 11909
"8120" 333 520 298 143 64 214
"8943" 11503 8389 23770 10075 12139 20271
"26985" 5131 12619 10316 4498 6583 10052
"10947" 1406 3184 4374 646 2866 2530
"1176" 3139 4460 7684 3752 5743 7828
"10239" 4240 10800 10761 14715 10117 7418
"10717" 1268 1101 1678 730 755 1522
"23431" 2045 2405 2025 701 1511 2273
"9179" 1255 1691 2709 2511 1493 2177
"11154" 384 374 489 318 176 517
"317" 2530 2614 3582 2319 1350 2547
"320" 1981 1324 1136 282 258 2246
"321" 1631 318 346 146 254 1770
"9546" 487 495 1156 906 645 1255
"54518" 247 984 650 1000 1022 1911
"322" 2519 3190 5687 1921 1342 3332
"323" 14999 22475 19289 5479 21892 24163
"10307" 980 622 990 637 620 541
"10297" 134 74 200 113 209 203
"164284" 8935 186 688 52 111 734
"147495" 7558 1352 3336 1460 551 3649
"324" 7061 5290 7353 1785 2868 7107
"327" 4022 9369 17270 5455 11880 8221
"328" 16675 11134 23017 13608 6945 15756
"27301" 1582 2315 4248 2066 2498 3541
"51107" 12233 39266 61794 22732 21402 31878
"83464" 1527 3204 5646 937 2003 2115
"8539" 9628 12863 17333 7048 9193 18221
"51074" 1258 1676 2652 1764 1036 1205
"378708" 600 751 1552 928 1175 750
"200558" 324 227 523 286 71 485
"187" 537 6987 4180 1021 2232 3444
"8862" 131 652 408 114 176 1051
"333" 332 526 289 158 117 226
"334" 66722 46469 63059 31535 54494 67959
"128240" 3299 9884 21338 10021 7289 10763
"335" 1 28 52 27 67 10
"10930" 22 12 20 10 23 8
"200315" 96 163 227 191 113 120
"9582" 109 224 1511 724 341 556
"27350" 379 756 1983 589 532 1185
"140564" 228 510 1003 372 326 364
"200316" 578 1031 2929 732 745 1010
"60489" 77 1161 1055 1215 410 689
"164668" 6 24 40 71 37 28
"403314" 0 4 4 46 30 8
"338" 6 42 12 4 4 4
"342" 2 15 8 7 4 11
"341" 140 3151 1757 2059 1288 3273
"344" 16 181 104 254 258 842
"346" 1 10 12 2 2 12
"347" 19794 22195 78380 22726 58433 11397
"348" 6180 11433 10528 9900 6054 17752
"319" 6 27 27 282 75 42
"8542" 617 9211 4265 4007 3056 7162
"23780" 1614 4044 4056 2937 2322 5324
"80833" 337 3405 2908 2396 971 2115
"80832" 398 1866 2226 1541 1063 2540
"80830" 2181 9927 7798 5149 3846 10594
"81575" 1587 5027 4153 4019 2810 1728
"55937" 280 95 379 216 171 198
"139322" 870 1196 1285 403 975 1556
"79135" 790 1293 1856 1285 857 1150
"10513" 4808 6886 8754 2848 3775 9360
"26060" 8626 11147 17015 6094 6236 8821
"55198" 4018 4951 6947 4070 3465 8982
"351" 259739 99514 203011 74455 220569 185414
"353" 5082 3986 7139 4610 3847 5610
"54840" 1400 4789 4508 1991 2305 3818
"282679" 31 132 144 98 87 148
"358" 10002 27885 27514 11593 8445 12374
"359" 46 4 8 2 2 11
"360" 652 1836 1164 1478 2801 571
"361" 773 22 141 31 0 31
"362" 4895 137 92 22 0 47
"363" 325 127 141 78 87 122
"375719" 83 194 71 140 99 10
"441432" 8 15 6 4 0 5
"364" 73 343 38 165 117 6
"343" 7 2 20 4 17 8
"366" 6 97 6 7 75 13
"206338" 8 76 2 38 23 14
"9716" 4604 6615 10970 3091 5415 7886
"369" 3739 5085 7132 3119 3965 7888
"116985" 5314 8783 12057 6250 7486 15673
"116984" 1469 1292 1485 1019 2091 2230
"64411" 285 1760 2287 726 786 1318
"372" 18251 17775 22726 14156 14607 26975
"23237" 43 17 116 123 285 31
"374" 8098 280 8884 5646 870 9996
"375" 20058 41309 99458 47574 36584 78231
"377" 11568 34987 55774 27526 22387 46348
"378" 15316 26911 38807 16894 19745 37131
"381" 8117 10578 21835 14270 8943 19402
"382" 12604 26313 22814 14546 14467 20265
"55738" 3139 5277 7201 4610 5041 9820
"84364" 5849 11219 13662 6397 9504 10933
"26286" 5895 3580 7336 4804 3228 9730
"10565" 5330 13320 19166 6007 23659 12255
"10564" 8478 19410 16260 7153 11152 14553
"27236" 3046 6959 7951 4436 5276 7471
"23647" 4729 11235 15093 10226 12076 11342
"10139" 1297 2625 2968 2262 2878 4022
"383" 8 5 4 6 0 3
"384" 618 1184 1351 802 823 1317
"503640" 11 8 20 13 16 19
"503582" 207 236 256 146 150 199
"55082" 5181 4154 4817 3325 3003 4424
"79658" 424 1333 1058 696 816 1478
"9824" 967 1774 3013 568 820 1455
"89839" 69 53 106 25 51 68
"94134" 3369 5796 9126 2300 2875 6015
"55843" 58 527 502 609 503 613
"55114" 3739 4730 7154 2994 6741 5854
"93663" 3175 4356 2784 1826 1279 4466
"84986" 3073 2824 5381 2074 1194 2873
"392" 10852 15635 34760 13588 16774 35278
"57569" 514 294 412 125 105 785
"57584" 9074 9148 14664 4778 6250 16108
"58504" 1182 408 227 176 235 514
"57636" 1837 3349 3777 1534 1548 4938
"83478" 285 856 1518 699 869 2017
"9938" 707 1201 1090 872 854 1199
"23092" 3237 1671 2911 1024 652 1521
"201176" 2043 1940 2318 2301 2157 2025
"79822" 743 947 1246 624 451 5646
"9411" 4595 12901 14745 5033 9733 15343
"257106" 671 1512 2160 1728 1727 2706
"57514" 1520 4428 4581 2096 2576 8281
"9743" 4606 9149 10254 6796 7044 10024
"115703" 589 417 865 601 393 398
"158763" 0 56 25 0 5 1
"80728" 1073 1797 3225 1570 3656 1925
"143872" 1684 814 619 222 264 1082
"393" 701 965 1401 1361 1047 1555
"394" 11018 11946 13974 6725 6194 10636
"395" 331 446 452 223 194 569
"23779" 568 1636 2168 1993 1251 2332
"64333" 96 401 437 384 496 704
"396" 10372 18473 28376 17895 17063 41482
"397" 4261 12660 20536 14166 18449 21177
"398" 0 4 4 0 8 6
"55160" 5355 2318 5721 2727 3395 2867
"9639" 4152 3612 4294 1433 1294 5434
"9826" 4520 10199 16060 5335 5345 8005
"23365" 18433 23797 27061 13453 25511 28102
"22899" 313 1930 2160 938 822 1115
"27237" 395 1007 2417 1016 2185 963
"9828" 6376 8832 8670 3121 6203 9385
"23370" 2508 2749 10016 4003 5150 6459
"128272" 3982 668 5217 2683 1694 2638
"9138" 2820 4965 6431 5050 3773 6218
"9181" 8597 4697 24766 5330 4317 6850
"100271715" 126 42 45 56 52 90
"445328" 1642 1685 4668 1865 884 1939
"389337" 6091 3226 4905 3495 3258 5109
"54848" 70 278 496 66 144 446
"50650" 2856 6081 10207 11986 1833 4085
"50649" 727 621 426 489 145 722
"7984" 6088 7280 10021 4986 3485 7206
"9459" 5510 3901 4663 2388 8533 7465
"8874" 4517 4339 6388 3681 4227 8693
"23229" 6087 2257 3540 1409 2023 3687
"8289" 14156 12481 27744 11175 12136 14615
"57492" 7369 9652 10150 6107 7035 9534
"196528" 4442 5761 9300 3504 4590 5726
"1820" 98 286 714 477 159 484
"10620" 666 686 1338 612 382 1060
"138715" 39 2 18 11 32 11
"5926" 2109 3554 3484 1535 1519 2545
"51742" 5365 9636 12553 4835 3640 8467
"10865" 2459 2471 5094 2531 782 3807
"84159" 14634 11249 14132 8935 5904 29297
"25820" 6791 9005 12517 3655 6165 10949
"10425" 5361 6127 7622 2498 4000 4867
"285598" 503 263 432 114 143 439
"115761" 80 278 327 119 344 670
"392509" 18 7 14 5 8 5
"200894" 1125 1293 1644 768 549 1558
"80117" 0 2 1 11 7 0
"54622" 1634 2917 2510 1224 847 2780
"339231" 1308 1594 1495 1133 1302 2063
"51326" 1413 1931 1817 1126 1298 2028
"100506084" 85 79 84 44 71 68
"400" 7202 14157 23467 7019 11714 18536
"23568" 3417 5579 7260 4435 3547 11330
"402" 2066 2439 2791 2180 1930 5287
"403" 1359 3783 8173 3874 4842 4318
"10124" 1895 2278 4014 1882 518 2786
"10123" 8681 3909 5608 1876 3034 10403
"379" 646 1379 1138 764 500 2083
"26225" 2986 5472 6178 2734 2579 7093
"221079" 2115 1643 2321 513 518 1805
"390790" 56 55 62 58 41 72
"23204" 11251 32869 73210 25846 53142 42987
"51329" 4742 5491 8611 4961 6268 8741
"10550" 8984 20913 26265 11822 13166 17737
"151188" 793 1558 1497 718 809 1047
"84100" 242 324 530 230 226 344
"127829" 3100 6079 13205 4924 4294 8538
"55207" 6315 16208 17221 5677 12005 16421
"132946" 117 71 42 51 15 14
"83787" 4295 6595 9729 6313 4586 8139
"55156" 2189 3316 5517 1983 4759 3749
"84071" 196 371 296 255 49 383
"219681" 7 65 2096 1000 652 73
"55130" 28 203 165 140 293 29
"79798" 1290 884 2246 1483 1995 1797
"93436" 2118 1753 3144 2726 2288 3084
"79637" 786 1411 1971 1149 1771 2495
"25852" 2419 3861 4116 1608 2226 4904
"80210" 1405 2178 4343 1516 2576 3370
"51309" 2017 3065 6403 5507 620 4225
"9823" 3837 3785 11484 5683 2177 5902
"51566" 5759 8002 13762 7223 3928 11543
"64860" 1292 1261 3022 1501 909 1476
"54470" 2184 2859 6250 3978 2486 3944
"9915" 4778 6031 13290 17353 1505 4981
"56938" 35 294 191 111 130 1680
"406" 1157 1673 1686 856 1531 1783
"405" 4568 10093 16574 4582 4344 10853
"10552" 5550 10033 17413 7893 6628 14120
"10095" 1244 7224 10528 5340 8774 20502
"10109" 10128 20204 28836 11642 17931 34444
"10094" 7280 20434 14524 10567 16540 23563
"10093" 6731 13015 20611 9807 11950 20985
"81873" 1537 3899 5511 2890 3236 4176
"10092" 9001 14106 17683 10877 8231 26660
"10776" 11596 22381 32896 7247 16614 27178
"10777" 1 4 1 1 38 6
"407" 6 4 10 7 4 0
"408" 554 2367 5291 2269 2106 3658
"409" 1081 1783 2713 1832 2443 3495
"92714" 2271 3597 4794 3809 8093 11902
"27106" 1530 2766 2518 2833 2015 1505
"57561" 22122 12099 16707 6890 5558 13557
"91947" 2005 3197 3022 3053 824 4745
"645432" 0 14 10 7 12 4
"410" 1146 1780 6387 2830 3791 10506
"411" 1326 2358 2508 640 1046 7100
"414" 8427 11926 23976 12293 7092 10037
"415" 288 262 406 252 227 1623
"416" 10 26 19 6 6 23
"22901" 897 1512 3018 1400 1179 2178
"347527" 18 40 28 14 29 33
"340075" 43 536 711 134 328 1817
"79642" 951 422 1040 254 149 965
"153642" 583 822 1479 606 293 1659
"419" 3485 104 141 74 65 76
"420" 0 7 10 16 12 2
"116969" 86 53 59 40 37 78
"9048" 7 275 616 220 493 190
"64801" 1120 1967 4276 2256 1278 2444
"421" 2186 842 2377 1385 2119 1738
"170302" 0 586 23 119 0 2
"367" 145 4488 7440 2878 2888 5316
"57412" 1466 1743 3209 1364 1255 910
"427" 7010 36177 43901 16796 12122 35215
"653308" 93 139 104 57 57 99
"56624" 66 100 126 25 51 83
"50807" 3093 6152 6407 2345 4623 9414
"8853" 3647 7706 5045 2517 2027 2887
"55616" 3615 4977 9564 4407 4344 8117
"140456" 6 7 7 2 2 12
"142689" 14 8 10 2 0 1
"79754" 1529 3807 24064 7076 3295 6176
"142686" 48 121 76 45 77 46
"142685" 0 0 22 0 0 0
"92591" 104 381 582 103 126 161
"51665" 2905 1395 2541 901 1056 2603
"51676" 8 66 115 138 33 78
"51130" 1439 1667 2163 739 771 1446
"51666" 4 3 10 0 3 0
"140459" 2601 3334 4771 2254 2654 4029
"140460" 1771 2935 3291 3334 2213 2439
"140461" 2263 4216 5732 3461 2605 5158
"140462" 30 97 198 77 43 86
"51008" 1647 1684 3533 2272 2663 3164
"84164" 3517 3691 7314 4318 4088 8273
"10973" 4152 6999 5285 3212 4656 8575
"429" 0 795 3 0 0 0
"430" 8 77 72 342 900 79
"121549" 0 8 18 0 10 103
"25842" 1655 2667 2193 1607 1025 2006
"55723" 743 745 3576 1958 1123 1045
"432" 38 44 26 26 37 29
"433" 4 27 40 42 24 30
"55870" 14182 19648 27540 7086 8447 15430
"9070" 4273 4792 8790 4595 7705 5580
"434" 2 3 8 6 2 17
"435" 1023 2702 3802 2005 2332 2518
"8623" 1927 1955 6657 2693 1507 3554
"438" 56 90 95 59 51 62
"439" 2931 3792 10906 5558 6450 8377
"54529" 3563 4567 5555 2563 2834 5733
"440" 1595 1868 2878 1422 635 1649
"443" 34 58 29 20 18 44
"554235" 15 4 7 5 3 3
"374569" 23 17 10 3 146 2
"253982" 37 50 221 302 189 54
"57168" 39 472 364 147 165 391
"444" 22348 14241 58544 18120 16946 60986
"259266" 829 1255 4922 905 736 1500
"54829" 343 13920 25822 6244 9625 187951
"151516" 479 206 391 243 233 382
"79058" 993 1314 2467 1723 1910 2829
"80150" 310 341 435 591 244 306
"445" 11700 3200 5462 1663 6143 1244
"28990" 670 928 1114 641 616 1216
"431705" 38 9 121 117 64 8
"460" 14 36 249 61 24 166
"23245" 660 4726 4746 1994 2224 4839
"171023" 7173 9563 11785 4949 4372 8505
"55252" 3672 3875 5812 1132 2768 5025
"80816" 279 45 91 27 29 179
"84896" 3865 7415 7451 3228 4427 6551
"54454" 1951 2359 2301 1178 1453 2018
"29028" 2267 3996 10033 4083 5854 4716
"55210" 1701 857 3315 1654 1628 2005
"83858" 870 407 867 567 594 501
"219293" 533 346 1144 170 1601 235
"79915" 596 481 600 243 271 544
"85300" 283 401 433 238 310 384
"11101" 1244 1787 2046 780 1184 1726
"466" 1433 2326 2866 1922 1348 2646
"1386" 1984 2942 4329 1042 1730 3600
"467" 4858 1660 1572 1430 763 1371
"468" 21296 15411 24113 16490 13899 19341
"22809" 2186 2501 5266 3569 2256 3814
"1388" 5797 11418 16364 7530 9755 12490
"22926" 5138 14068 17646 4830 5990 11821
"80063" 93 752 1207 338 345 279
"55729" 7888 6376 10229 2934 3201 7026
"11016" 11015 7395 13641 5696 4858 10883
"83734" 887 944 881 507 575 1016
"9140" 1467 3151 3200 1174 1471 2973
"55054" 1826 6004 5920 3156 4524 2773
"89849" 432 1765 980 1042 1301 691
"23130" 2521 1831 2939 2046 3220 4807
"55102" 4758 6392 5968 2184 3715 6490
"64422" 2239 3576 5131 2506 2610 4312
"115201" 760 1444 1551 923 1358 2164
"23192" 2462 2686 4074 2343 2706 2769
"84938" 606 739 993 906 683 1360
"84971" 770 771 1824 1023 983 1154
"9474" 2521 4003 3260 2493 3103 4807
"10533" 3268 4725 5526 2529 3661 6559
"79065" 3689 4601 7060 2420 3434 8528
"285973" 30 74 129 150 74 61
"80162" 922 1418 8509 762 4361 1365
"471" 7047 14038 19812 8339 13481 12162
"51062" 2540 1167 2409 840 969 2394
"64225" 11381 5801 8969 2569 2846 5219
"25923" 2500 2054 2768 967 2276 4676
"23300" 5073 8538 8566 12043 3874 11421
"472" 5333 4437 5576 2510 3863 7093
"1822" 16889 15351 31278 12851 13840 26161
"220202" 4 2 1 2 2 4
"84913" 303 143 375 241 197 126
"475" 1241 3454 5818 3716 2864 2738
"57194" 958 1063 1466 598 1185 4463
"23120" 76 83 61 45 27 43
"57205" 1336 5456 4964 1200 1095 5300
"23250" 3985 2328 2204 1007 844 2923
"23200" 5951 3673 5024 3074 5493 13757
"286410" 2443 2482 3662 1889 1112 4478
"479" 6 0 2 4 0 10
"57130" 4390 7070 9452 6453 5711 10266
"23400" 3359 4729 24125 6913 8901 7052
"79572" 6558 13090 10564 5177 5377 17971
"84239" 1322 507 785 30 38 14173
"344905" 4049 1286 735 19 3 169
"476" 70811 80057 130807 27460 35505 105310
"477" 421 585 327 239 178 166
"478" 6 122 41 96 27 17
"480" 114 296 467 273 140 135
"481" 14784 11321 53220 13145 8169 27281
"482" 223 442 452 235 194 324
"483" 13639 7815 7800 4013 6133 9915
"23439" 134 130 233 99 116 165
"487" 52 32 56 26 76 19
"488" 19702 30159 23266 10439 14705 37025
"489" 9900 31327 4783 5072 21047 8042
"490" 4977 4906 8451 5299 4955 5428
"491" 8 18 7 17 54 12
"492" 2 0 0 0 0 3
"493" 8469 17283 37342 9984 6846 21242
"27032" 13064 15628 19361 8126 8056 24884
"9914" 569 2200 1540 1949 342 711
"498" 37161 22319 61081 27592 33730 45971
"506" 36294 41665 63217 34233 30336 42622
"509" 8378 14188 28396 10472 10211 13469
"513" 2280 1645 4542 3436 2642 4013
"432369" 43 43 54 44 76 87
"514" 8221 19143 23477 12516 16816 18197
"515" 8993 8570 16798 6840 11506 15051
"516" 2153 2398 4149 2502 3273 4859
"517" 17821 20563 39877 26343 17866 20206
"518" 6844 10305 15091 6926 9017 8454
"10476" 4615 10010 14489 7480 9011 10607
"521" 2184 3775 7763 4544 5197 4995
"9551" 2231 5662 8401 5145 4510 6375
"522" 2931 6371 7469 4440 4903 6011
"267020" 17 19 26 20 15 24
"10632" 8320 6211 10884 9077 9056 7591
"539" 7410 8665 16384 9161 8534 9532
"55101" 2318 2929 5984 3116 2887 3680
"27109" 565 745 633 489 532 728
"92270" 404 631 550 165 455 357
"537" 10726 29159 43194 21145 31988 50249
"10159" 10708 26393 45561 27196 19845 38880
"535" 3738 4730 8852 4040 6140 9761
"23545" 2137 2355 2368 1001 1481 3808
"50617" 566 610 563 277 371 138
"533" 2354 6447 13507 9174 11709 9057
"527" 3123 6273 14445 6951 17594 11315
"9114" 3859 5071 8147 4455 6309 10812
"245972" 17 199 40 26 133 213
"8992" 5477 15706 20748 10264 13762 14544
"155066" 3681 4647 9762 7201 4298 13011
"523" 6244 11049 12661 5430 10570 15098
"525" 2044 1295 3161 1609 955 559
"526" 4323 9032 13221 4401 5237 13487
"528" 3817 10235 12925 5185 10426 11572
"245973" 2947 3044 2278 2154 1721 2826
"51382" 2849 5743 7514 3670 6715 6423
"529" 4510 8460 12985 5216 7801 12587
"90423" 283 292 579 250 145 444
"9296" 2743 5362 9344 5392 5028 7601
"9550" 6057 18362 17360 10677 15243 11096
"534" 32 48 127 66 110 120
"51606" 3195 6832 9149 4116 8989 6124
"538" 2789 4008 3858 2105 2097 5137
"540" 976 2508 5695 5243 2356 11895
"10396" 353 3285 763 1058 1792 922
"51761" 141 160 580 422 276 168
"5205" 3084 7611 15184 8437 7606 15947
"57198" 3361 3586 7253 2839 2339 7794
"148229" 69 119 399 127 310 437
"79895" 343 509 337 145 244 613
"158381" 61 130 179 132 92 143
"10079" 19466 25517 23418 11500 7520 14334
"374868" 4901 5329 6772 3770 4261 5195
"64756" 2384 4161 7095 4220 4834 6134
"91647" 672 994 1526 917 1842 1064
"93974" 2246 2451 7294 2660 7132 2607
"84126" 923 1843 3593 1474 2006 1067
"26033" 493 2615 2603 32 18 1890
"8455" 11954 15164 16848 7318 12558 22859
"546" 10462 12344 14111 4501 6632 11987
"545" 4309 4097 4862 1978 2862 5193
"25814" 10385 9453 21497 8924 9082 14842
"342371" 6256 4384 6951 2475 4083 7977
"6310" 2286 5660 9044 2961 3738 14352
"11273" 7723 9444 19337 6634 12384 10818
"6311" 2704 5498 3562 1597 3157 4073
"4287" 2049 2835 2972 1228 1586 2336
"222255" 911 1148 1356 721 449 1037
"127002" 243 145 465 140 160 342
"552889" 12469 16795 24369 12450 16602 22602
"56970" 5296 6699 9702 5029 5221 11437
"6314" 2338 3517 3808 1528 2292 2677
"549" 998 1171 1291 790 1164 721
"550" 3403 11424 9398 4217 8304 9121
"54998" 2168 2559 6224 4127 5549 4290
"6791" 16 4 38 6 13 20
"6790" 366 1546 2580 781 790 891
"9212" 241 259 701 348 297 250
"6795" 26 46 33 50 34 78
"26053" 11446 10904 10303 7085 1544 6206
"57099" 562 789 1171 484 590 1514
"10677" 228 248 207 138 138 253
"23080" 1536 2370 2910 1102 1480 2699
"60370" 925 973 903 577 773 1026
"552" 36 134 386 62 92 208
"554" 21 80 144 131 35 79
"158835" 0 3 0 0 2 3
"8312" 2925 2890 6705 2567 5734 4850
"8313" 1459 1613 1264 503 241 1162
"558" 7910 6603 7587 2694 4230 22472
"563" 73194 51828 133782 108476 103652 127372
"64343" 3409 4917 5263 2018 2819 6168
"51582" 9424 23899 33900 21765 19255 43163
"566" 2 6 229 95 28 2
"567" 23928 218906 127309 119784 77110 155503
"8706" 2282 3515 3231 1462 3302 3517
"148789" 2867 3324 6228 2284 2132 4029
"8708" 26 18 66 10 8 24
"8707" 97 36 56 30 8 23
"8705" 221 1119 1160 489 1025 1713
"10317" 2505 107 190 79 7 75
"126792" 1650 1960 4402 3160 2772 2847
"145173" 1395 1339 1668 1185 635 3272
"27087" 92 32 83 33 16 22
"135152" 39 61 72 69 62 131
"26229" 1560 1528 2311 2051 2739 2973
"10678" 4616 5092 4885 2178 2925 6559
"10331" 1499 207 532 37 749 77
"79369" 21 21 22 5 22 16
"84002" 3480 605 554 162 294 828
"192134" 38 63 77 43 58 75
"93010" 554 1416 743 625 857 900
"374907" 111 447 764 246 140 383
"84752" 1085 841 1929 884 1061 4414
"146712" 241 217 456 266 266 435
"2583" 72 314 252 84 191 740
"124872" 2 42 5 5 11 22
"283358" 1839 2223 610 255 2061 345
"338707" 1878 2633 5979 2212 1209 1266
"2683" 31092 36838 44110 22199 27700 81240
"8704" 3942 2642 8592 5120 4121 11708
"8703" 2917 6703 10823 4988 2900 6142
"8702" 1281 2711 3532 1044 2367 6134
"9334" 6607 5420 12357 5468 3964 7013
"9331" 755 260 272 162 93 591
"11285" 1149 1810 2263 1580 1657 3080
"27077" 473 298 721 635 805 477
"80776" 113 216 435 464 282 299
"79870" 38 1933 247 62 166 130
"570" 14 10 31 11 6 14
"23621" 5350 4483 5325 2538 5414 12252
"25825" 2703 2874 22929 5807 3050 4908
"571" 3407 4661 4749 2578 2238 7099
"60468" 2173 610 1716 295 621 1968
"572" 1314 2049 3203 2739 2631 4495
"573" 3523 32320 12114 4836 9503 9617
"9532" 159 497 801 189 491 1683
"9531" 2366 13651 8588 3708 5081 10429
"9530" 866 1371 2479 866 1434 1640
"9529" 5850 5944 7471 4233 4740 7714
"85319" 82 55 63 13 31 108
"574" 2 9 10 3 2 8
"57597" 1563 1095 2426 1354 2245 3462
"22893" 1200 3819 5520 1845 3661 4101
"575" 133 82 374 106 103 137
"576" 209 2535 5486 2130 2002 3283
"577" 171 36 45 29 27 78
"55971" 2650 5016 8410 2221 599 3809
"80115" 45 19 26 51 25 41
"10458" 2928 4418 5706 5338 7313 6357
"8938" 888 1843 1215 2214 5677 488
"578" 1111 7873 3306 1438 1693 2777
"25805" 2975 3745 31814 16425 9342 4325
"8815" 5871 12587 15964 9239 11433 13545
"55024" 14 130 68 134 1082 135
"54971" 888 817 1588 833 852 1302
"8314" 5585 6380 10168 3414 5606 8293
"580" 433 583 2433 399 421 896
"56033" 8 21 16 62 20 37
"8538" 3912 1063 2371 1251 1801 453
"10409" 3440 13212 3516 1018 1586 7702
"116071" 16 294 214 185 69 79
"55509" 28 115 104 68 89 145
"10538" 4 982 1044 453 515 1920
"581" 1541 2103 3998 1829 2795 2917
"11177" 4208 5995 7743 2848 3057 4724
"9031" 8880 13142 20852 7749 9226 15682
"11176" 8229 17326 20901 6868 9407 14214
"29994" 5530 5386 5235 2122 2333 4924
"27113" 311 747 1223 775 804 1259
"8424" 188 413 1159 238 58 409
"79738" 2199 2438 2447 1758 1331 2181
"166379" 617 694 1036 313 445 846
"582" 3958 7084 8761 3495 4729 5801
"583" 3720 2579 4104 2313 2253 3326
"585" 984 2210 3512 880 1798 2866
"129880" 1454 1483 2522 1383 1388 1716
"55212" 1173 1047 1777 574 254 1388
"27241" 1365 1405 2516 1028 1156 1892
"56987" 6305 11595 12037 4927 6057 10823
"4059" 6058 27643 87716 40088 27479 71418
"63827" 7 77 84 9 45 43
"55973" 2931 6700 5748 3809 2668 7253
"10134" 8418 19359 27803 16495 23406 38129
"9564" 3620 3707 5653 2497 3369 6555
"8412" 618 3680 5746 3117 6312 8710
"400500" 0 10 4 8 0 649
"8537" 209 12249 2246 1655 1519 4743
"10286" 1486 1600 3130 1431 2188 2529
"54828" 2765 2560 3996 1648 2814 5077
"55653" 530 3388 3829 2183 2293 3423
"586" 180 1350 1629 296 5037 8191
"587" 1186 3845 4888 2800 2139 4384
"56647" 2668 4923 6163 4705 4405 5218
"144233" 582 857 1436 827 874 1039
"590" 281 57 116 14 92 182
"593" 2690 3113 6007 4468 4846 4809
"594" 3408 1847 2219 2070 4033 4009
"10295" 2087 3896 10684 4273 8785 7295
"8915" 1878 2613 2711 1433 1504 2789
"53335" 4787 329 845 228 227 376
"64919" 27 235 512 558 194 440
"597" 12 212 54 124 134 94
"10017" 33 21 15 23 11 6
"10018" 3462 5896 4808 3427 3674 4693
"83596" 690 596 1747 1267 1035 1206
"23786" 4048 5423 8534 4389 4781 8372
"79370" 39 71 212 170 9 29
"440603" 240 248 340 192 245 848
"598" 5855 14435 16496 12817 22895 18122
"599" 3158 4794 5918 2065 3923 4168
"596" 8162 9167 13252 6605 6339 7245
"602" 485 5840 5978 2563 1361 4578
"255877" 197 2183 1721 834 945 1100
"604" 2359 6588 5104 1853 7160 4488
"605" 2825 2566 2443 1116 2878 2353
"9275" 1871 3210 4486 2413 2756 3881
"9274" 1683 1655 6526 3111 3472 3787
"283149" 11536 8070 12011 5465 5898 16767
"607" 3135 9191 11515 6150 3372 7733
"9774" 21475 20443 22201 11291 13236 20639
